Name,C,254	Shape_Leng,N,19,11	Shape_Area,N,19,11	X_Cent,N,19,11	Y_Cent,N,19,11
37SFB3	2,03506810662	0,255440882	40,9856401566	37,7053333941
37SFB4	2,02834919909	0,2539321418	40,9737475021	37,2549220867
37SFC1	2,04945280662	0,25868404385	40,4362150901	38,6144886914
37SFC2	2,04243219552	0,2571076303	40,4273211853	38,164021471
37SFC3	2,0489673271	0,2585613523	41,0102405418	38,6060422211
37SFC4	2,04194702747	0,2569859555	40,9978046406	38,1557068897
37SFD1	2,0640143718	0,26195458275	40,4546053799	39,5153223545
37SFD2	2,05667349114	0,2603071801	40,4453097	39,064924309
37SFD3	2,06351921501	0,2618289607	41,0359647127	39,506601213
37SFD4	2,05616791832	0,2601789654	41,0229607411	39,0563390778
37SFE2	2,07154654753	0,2636460131	40,4641137566	39,9656832088
37SFE4	2,07103252061	0,2635144184	41,0492643857	39,9568217501
37SGB1	2,36406475095	0,3295128401	41,6326036471	37,6918728724
37SGB2	2,02770132653	0,25377045105	41,5371050695	37,2441927704
37SGB4	1,62798441972	0,1637366554	42	37,2340057466
37SGC1	2,30777952297	0,31681946275	41,6465677011	38,5926007719
37SGC2	2,3362521085	0,32324205615	41,639507247	38,1422542129
37SGD1	2,24894412097	0,30355622195	41,661168425	39,4931985291
37SGD2	2,27869666887	0,3102640582	41,6537874668	39,0429152461
37SGE2	2,21851178838	0,2966962574	41,668718031	39,9434426721
37TBE3	2,18738911551	0,2896817858	36,3235610667	40,3936560145
37TBF3	2,12301529348	0,2751772842	36,3075878896	41,2939754865
37TBF4	2,15558716363	0,2825170837	36,3156653775	40,8438323963
37TBG4	2,08971311377	0,26767566575	36,299322813	41,7440847528
37TCE1	2,07873538313	0,2652436314	36,9371310918	40,4070000284
37TCE3	2,07923839034	0,2653724962	37,5261610933	40,4160049343
37TCF1	2,09464606385	0,26881252395	36,9089848848	41,3072480641
37TCF2	2,08661016664	0,267011198	36,9232214182	40,8571454841
37TCF3	2,09517447704	0,26894948635	37,5060388028	41,3165376524
37TCF4	2,08712128769	0,2671423107	37,5162128611	40,8662884872
37TDE1	2,07960016495	0,26546459825	38,1154117902	40,4220064259
37TDE3	2,07976098722	0,26550650145	38,7047967926	40,4250063951
37TDF2	2,08747515136	0,2672329837	38,1094372422	40,8723868674
37TDF4	2,08765197395	0,267278629	38,7027937073	40,8754349559
37TEE1	2,07976098722	0,26550650145	39,2952032074	40,4250063951
37TEE3	2,07960016495	0,26546459825	39,8845882098	40,4220064259
37TEF1	2,09571277472	0,269088001	39,2992513229	41,325826589
37TEF2	2,08765197395	0,267278629	39,2972062927	40,8754349559
37TEF4	2,08747515136	0,2672329837	39,8905627578	40,8723868674
37TFE1	2,07923839034	0,2653724962	40,4738389067	40,4160049343
37TFE3	2,07873538313	0,2652436314	41,0628689082	40,4070000284
37TFF1	2,09517447704	0,26894948635	40,4939611972	41,3165376524
37TFF2	2,08712128769	0,2671423107	40,4837871389	40,8662884872
37TFF3	2,09464606385	0,26881252395	41,0910151152	41,3072480641
37TFF4	2,08661016664	0,267011198	41,0767785818	40,8571454841
37TGE1	2,18738911551	0,2896817858	41,6764389333	40,3936560145
37TGF1	2,12301529348	0,2751772842	41,6924121104	41,2939754865
37TGF2	2,15558716363	0,2825170837	41,6843346225	40,8438323963
37TGG2	2,08971311377	0,26767566575	41,700677187	41,7440847528
38SKG3	2,36406475095	0,3295128401	42,3673963529	37,6918728724
38SKG4	2,02770132653	0,25377045105	42,4628949305	37,2441927704
38SKH3	2,30777952297	0,31681946275	42,3534322989	38,5926007719
38SKH4	2,3362521085	0,32324205615	42,360492753	38,1422542129
38SKJ3	2,24894412097	0,30355622195	42,338831575	39,4931985291
38SKJ4	2,27869666887	0,3102640582	42,3462125332	39,0429152461
38SKK4	2,21851178838	0,2966962574	42,331281969	39,9434426721
38SLG1	2,03506810662	0,255440882	43,0143598434	37,7053333941
38SLG2	2,02834919909	0,2539321418	43,0262524979	37,2549220867
38SLG3	2,0355624716	0,25556487	43,5813714256	37,7135151998
38SLG4	2,02884262059	0,2540556327	43,589875324	37,2629678989
38SLH1	2,0489673271	0,2585613523	42,9897594582	38,6060422211
38SLH2	2,04194702747	0,2569859555	43,0021953594	38,1557068897
38SLH3	2,04945280662	0,25868404385	43,5637849099	38,6144886914
38SLH4	2,04243219552	0,2571076303	43,5726788147	38,164021471
38SLJ1	2,06351921501	0,2618289607	42,9640352873	39,506601213
38SLJ2	2,05616791832	0,2601789654	42,9770392589	39,0563390778
38SLJ3	2,0640143718	0,26195458275	43,5453946201	39,5153223545
38SLJ4	2,05667349114	0,2603071801	43,5546903	39,064924309
38SLK2	2,07103252061	0,2635144184	42,9507356143	39,9568217501
38SLK4	2,07154654753	0,2636460131	43,5358862434	39,9656832088
38SMF1	2,02256801355	0,2526527529	44,1586757034	36,8176674045
38SMG1	2,03586498872	0,2556408717	44,148574301	37,7189660513
38SMG2	2,02915143133	0,2541328332	44,1536806245	37,2683344141
38SMG3	2,03604641381	0,2556859686	44,715890705	37,7216901054
38SMG4	2,02931570887	0,2541733836	44,7176002095	37,2710143843
38SMH1	2,04980283045	0,2587724271	44,1380114325	38,6201227152
38SMH2	2,04274876164	0,2571875781	44,1433509875	38,1695620692
38SMH4	2,042927055	0,25723210715	44,7141439049	38,1723279534
38SMJ1	2,06435105055	0,26203981635	44,1269644879	39,5211372922
38SMJ2	2,05701697856	0,26039371645	44,1325490381	39,070646725
